IDS,root,Reply,meta reply
60,,JUANGALVEZBRAVO <COREF CAD=1 IDE=1>Presidente maduro</COREF>....por el bien de venezuela....RENUNCIE.,
60,,LuisaGastambide Aplaudí nomas <COREF CAD=1 IDE=1>NicolasMaduro</COREF> q te queda poco,
60,,catcast Con la inflación que hay en 2 semanas vuelve a <COREF CAD=3 IDE=1>usd $6…</COREF>,
60,,"atooxtix Hay una revolucion y un pueblo socialista  que está marchando en Venezuela, con auto-determinacion y en democracia, un proceso ejemplar nunca antes visto en Latinoamérica...guajajajajajaja mentira!!, Socialismo asqueroso, nefasto y asesino, <COREF CAD=1 IDE=1>el narco Maduro</COREF> tiene los días contados",
60,,rodarancibia Un dineral para Venezuela,
60,,fbudinich <COREF CAD=3 IDE=1>11 dólares </COREF>la hora me imagino...,
60,,NormanDirecto Bolibananismo apoyado por zurdos de todo el continente. Se niegan a ver la realidad del desastre que el socialismo les ha provocado,
60,,helgacuadrat Podrían <COREF CAD=1 IDE=1>pagarle eso a él</COREF> vamos a ver como <COREF CAD=1 IDE=2>se ve</COREF> en unas semanas,
60,,laravaldez27 Y como un ciudadano puede sostenerse con<COREF CAD=2 IDE=1> un salario</COREF> de <COREF CAD=3 IDE=2>$11dolares.</COREF> Carajo deben pasar hambre y otras penurias,
60,,esthersaxton Miserable!!,
60,,Seban82 Sera<COREF CAD=3 IDE=2> dinero</COREF> comestible? Algo así?...,
60,,ContreAraya Con suerte compray un cojak!,
60,,tattoogirlover Puta <COREF CAD= IDE=>el hueon</COREF> generoso,
60,,vickybesnier Pero si no hay nada para comprar ?? Es un chiste de mal gusto,
60,,EvaPiaAlvarez No puedo creer que el <COREF CAD=2 IDE=1>sueldo mínimo</COREF> en Venezuela sea de <COREF CAD=3 IDE=1>7.000 chilenos !</COREF>,
60,,heimz Un triunfo !!! Najajaj,
60,,CarlosAranc Pobre gente,
60,,"bmerar Que bruto maestro, póngale cero ",
60,,"aramayojames Están tan contentos por ganar cada vez más, que lo van reelegir .... algo no cuadra .... son masoquistas o son boludos .....",
60,,"pameharmon ...y la inflación :a què hora sube??............  ""Me comentan, por 'interno', que YA subió""!!",
60,,vonchile Ufffff se van a hacer ricos.,
60,,knx_e Chucha q rendidor... <COREF CAD=3 IDE=1>11USD.</COREF>Mierda.,
60,,aikelin67 Que alguien le diga a <COREF CAD=1 IDE=1>este pelotúdo</COREF> que la gente No quiere mas dinero en sus bolsillo; la gente quiere mas comida en sus despensas,
60,,"marceloazocarh1 Esto produce el comunismo,  pobreza, miseria hundir paises,  por eso no se debe votar por ningun comunista como vallejos, cariola, gutierrez, tellier, etc",
60,,ereslatipica Esa no es la noticia!,
61,AXELKAISER <COREF CAD=1 IDE=1>La izquierda</COREF> proponiendo primero <COREF CAD=2 IDE=2> fronteras abiertas</COREF> y luego <COREF CAD=3 IDE=3>derechos sociales</COREF> <COREF CAD=4 IDE=4>a todos los q lleguen</COREF>. <COREF CAD=5 IDE=5>Chile estado benefactor</COREF> de toda <COREF CAD=6 IDE=6>América Latina</COREF>. Clásico ejemplo de <COREF CAD=7 IDE=7>frivolidad irresponsable</COREF> de quienes no asumen costo alguno x tonterías que promueven.,,
61,,"sebastianortizc Tengo una pregunta respecto a este twit ¿Tus papás te pagaron la carrera no cierto? Porque si es así, estudiaste gratis, ya que no tienes consciencia de lo que costaron tus estudios porque papi te los costeó. ¿No cierto?",
61,,"bespierre<COREF CAD=7 IDE=1> La frivolidad</COREF> en <COREF CAD=5 IDE=2>Chile</COREF> es la corrupción político-empresarial que tenemos que pagar todos los chilenos x las estafas, los perdonazos tributarios a grandes empresarios sinvergüenzas, los sueldos y pensiones millonarias de políticos corruptos y los fraudes financieros de FFAA.",
61,,"stratoesparza Para evitar ese supuesta ""corruptela político-empresarial"" entonces aumentas o disminuyes el tamaño del <COREF CAD=5 IDE=1>estado?</COREF>",
61,,,"stratoesparza Entonces lo q dices es ""reducir <COREF CAD=5 IDE=1>el estado""</COREF> ...de acuerdo !"
61,,,"bespierre Cierto...<COREF CAD=5 IDE=1>el estado chileno</COREF> es muuuuy caro. Solo hay que ver lo que se gasta en dietas y pensiones millonarias para altos funcionarios, lo que se pierde en evasión y elusión tributaria y en corrupción. Es lo primero que hay que atacar"
61,,"MaximilianoUre1 Axel deberías considerar ser presidente, seriamente",
61,,"ignacioesh Don Axel a sus antepasados<COREF CAD=5 IDE=1> el estado chileno</COREF> le regalo tierras y hasta yunta de bueyes, cuando llegaron todos arapientos y muertos de hambre a finales del siglo XIX",
61,,Gonzalo98050470 por esto los 3.850.000 chilenos que dijimos no a<COREF CAD=1 IDE=1> la izquierda</COREF> el 17-12-17; debemos apoyar con fuerza el gobierno de Piñera y trabajar desde ya para que el presidente elegido en 4 años mas sea de Chile Vamos.,
61,,LaGuerrera73 El problema de @sebastianpinera serán los partidos de chile vamos,
61,,,Gonzalo98050470 Ayer en el aniversario de ChileVamos se vio gran unidad de los 4 partidos y los independientes en torno al Presidente Piñera.
61,,gralamanna No tenes idea lo que decís . Argentina si tiene estado benefactor .<COREF CAD=5 IDE=1> Chile</COREF> no se parece en nada,
61,,,"mapenaf Por eso están todos cagados, y reclaman contra Macri que quiere para la tontería benefactora!"
61,,,gralamanna Así es
61,,NormanDirecto Totalmente de acuerdo,
61,,Cristian051975 Axel te sigo siempre. Pero porque no podriamos <COREF CAD= IDE=>compartir mas abiertamente nuestras fronteras?</COREF> No sera un aporte cultural y economico? Me gustaria tu opinion,
61,,GladysCabreraE Sabes cuantos<COREF CAD=4 IDE=1> inmigrantes</COREF> llegarán a Uruguay? Investiga es tu pega o no? Hay que informarse,
61,,,"RememberKatyn Uruguay tiene la tasa más alta de EMIGRACIÓN de sus habitantes, 14% , buscando buenos trabajos. El <COREF CAD=1 IDE=1>estatismo izquierdista</COREF> ahogó y empobreció a Uruguay, afectando dramáticamente la creación de empleos de calidad."
61,,,gmo_vidal Se cagaron al 4to productor de crudo con las mayores reservas del mundo y no se iban a cagar a Uruguay
61,,PdteJJ Más frívolo es creer que las fuerzas del mercado resuelven todo y olvidarse de eso cuando te molestan los negros.,
61,,"sebastianortizc Oye niño tonto ¿No te das cuenta que<COREF CAD=4 IDE=1> los inmigrantes</COREF> pagan los mismos impuestos que cualquier persona de clase media o baja, es decir el IVA? Por tanto, si pagan el mismo impuesto que cualquiera ¿Por qué negarles <COREF CAD=3 IDE=1>derechos sociales?</COREF>",
61,,,"fabtorresd asi la mitad del sueldo la destinan a enviarla afuera del país. Los chilenos, que llevan años esperando beneficios sociales, tendrán que esperar más porque ahora la repartija de recursos es más grande. Dos argumentos sólidos para evitar la importación de pobresa"
61,,MariaTe88501564 Alex plenamente deacuerdo,
61,,"_Howaitoraion_ No tendrán que pagarlo, viven<COREF CAD=5 IDE=1> del Estado</COREF> y los impuestos que pagan, vuelven como remuneración o negocios familiares a sus bolsillos.",
61,,5deJunio1991 Oye el weon imbecil,
61,,077metayer Haci es toda la razón,
61,,ppbdc Regalar lo que nada les cuesta y que sale del trabajo de otros es la típica actitud de<COREF CAD=1 IDE=1> izquierdas</COREF> a nivel mundial.,
61,,jorgefrancovish Pero <COREF CAD=1 IDE=1>tendran que pagar</COREF> por la responsabilidad en esta Traicion a<COREF CAD=5 IDE=2> nuestra Patria.</COREF>,
61,,juancvaldes HP.... de Derecha,
61,,bomialvarez El oferton de los <COREF CAD=3 IDE=1>derechos sociales</COREF> y bonos con un gasto social irresponsable es lo que arruina a los países. MB mintió descaradamente al destinar la reforma tributaria a la creación de empleos públicos que nada tienen que ver con mejorar educación o salud. Aprendamos de vecinos,
61,,virginialeiva Están importando votos,
61,,,"ElArlequin1 Duerme tranquila. Para eso tienen que pasar al menos 5 años....y ojo en ese tiempo nada te garantiza que voten masivamente por<COREF CAD=1 IDE=1> la izquierda</COREF>....aún cuando si siguen con sus acusaciones destempladas de por medio, no me extrañaría..."
61,,"JCristianH filantropía<COREF CAD=5 IDE=1> estatal !!</COREF> adiós soberanía, las ong decretando <COREF CAD=3 IDE=2>derechos! </COREF> altos impuestos para los <COREF CAD=4 IDE=3>recién llegados mendigos.</COREF>",
61,,shagotwit Toda la Razón... Total el problema le queda a Piñera y con eso aprovechan de cargarle el Gobierno (por si o por no) y reclamar levantando bandera de lucha,
61,,Caleduch En el fondo y en la práctica <COREF CAD=1 IDE=1>la izquierda</COREF> es incapaz de dejar el populismo de lado. Es una tendencia suicida inherente a su modelo de pensamiento.,
61,,BuguenoRodrigo <COREF CAD=1 IDE=1>La izquierda</COREF> nunca asume la responsabilidad de todo el costo económico que significa <COREF CAD=3 IDE=2>los derechos sociales</COREF> que promueve.,
61,,JrjironRamon Este no estudió becado ???? Ah pero <COREF CAD=5 IDE=1>el estado</COREF> cuando lo beneficia a él no es irresponsable ni<COREF CAD=7 IDE=2> frívolo</COREF>,
61,,juankalva Te leo y no me calza que seas doctor en filosofía. No tiene sentido lo que escribes,
61,,"aurex2015 Los más "" secos "" para los números",
61,,dabove Espero que<COREF CAD=1 IDE=1> los comunistas</COREF> que tienen tanta plata en propiedades ayuden a pagar salud educación etc etc,
61,,"maxpowercl La suma de ambas son la pobreza y el disgusto social, alimentos predilectos de<COREF CAD=1 IDE=1> la izquierda</COREF> para mantener su ""bandera de lucha"" y así embaucar a la gente para optar al poder.",
61,,"asteroidesc Y Ud y su familia llegada ha Chile nunca han usufructuado de los <COREF CAD=3 IDE=1>Derechos sociales</COREF>, que llama tonterías?? Becas de estudio, atención de salud, vivienda, educación y otros??",
61,,riadi No creo q sea<COREF CAD=7 IDE=1> frivolidad.</COREF> Creo q es una extensión de la ideología. Y en este casos con objetivos claros.,
61,,"Alfonagui69 todo estaria muy bien siempre y cuando gastaran<COREF CAD=1 IDE=1> la de ellos</COREF>,pero lo que gastan y mal gastan la ponemos <COREF CAD=5 IDE=2>todos</COREF>,se les olvida que trabajan para 17 millones de Chilenos y no para que se den gustitos de pequeños burgueses",
61,,"lorezzoli La <COREF CAD=4 IDE=1>inmigración</COREF> es el principal argumento liberal que afirma el éxito de nuestro modelo de desarrollo. Que a <COREF CAD=1 IDE=2>la izquierda</COREF> no se lo olvide que, al final del día, las personas votan con sus pies.",
61,,"Ramspert <COREF CAD=1 IDE=1>La izquierda</COREF> es especialista en gastar la riqueza ajena, pero es nunca ha sabido cómo crearla ..",
61,,"Eduardozeus Somos ricos!!!! Podemos regalar TODO LO QUE NO TENEMOS, INCLUSO LA SEGURIDAD Y LA PROSPERIDAD DE <COREF CAD=5 IDE=1>NUESTRO PAÍS.</COREF>",
61,,gcremo Acá en la Argentina los servicios sociales están colapsados por extranjeros que no aportan para mantenerlo....,
61,,"popper2011 un país serio que quiere ser próspero solo debiera garantizar el derecho a vivir y trabajar de manera segura, teniendo eso, cada quien puede conseguir lo demás",
61,,Sebas_sauto EEUU lo hace y mirá de bien que les va... Cuando te pones fanático perdés objetividad. Si no es solo criticar es proponer. Irresponsable.,
61,,aspillaga_jorge El mayor problema es que es una maniobra politica para obtener votos cautivos y perpetuarse en el poder. Inmoral y Antidemocratico.,
61,,"bnavarroz los más contentos son los empresarios: contratan M.O. barata (exceso de oferta), maximizan utilidades.",
61,,CiniKonBalley Habría que agregar qué hay también  algunos que  se dicen de centroderecha en su afán de congraciarse con su concepto de “liberales” hacen una promoción solapada de estas mismas tonteras ...y con aplausos de <COREF CAD=1 IDE=1>la izquierda </COREF>,
61,,"Edoalban Encuentro exelente <COREF CAD=4 IDE=1>la migración de extranjeros</COREF><COREF CAD=5 IDE=2> a nuestro país</COREF>, pero tenemos que ser responsable con los que vienen, no puede ser que no tengan contratos,no vivan dignamente y no tengamos la capacidad de atenderlos dignamente en salud o cubertrura escolar.",
61,,joakin_segovia Lo preocupante es que no hay un gobierno respondiendo las quejas de la gente respecto a<COREF CAD=4 IDE=1> la inmigración masiva.</COREF> Y tampoco una oposición poniendo el grito en el cielo por el mismo tema. Ambos hacen oídos sordos. Cual es la idea? Cual es el negocio?,
61,,"felipaonunez1 Se refiere a <COREF CAD=1 IDE=1>esa izq sufrida</COREF> que educa a sus hijos en colegios municipales y se atiende por Fonasa, o a los que dan instrucciones desde la precordillera de cómo debe vivir el resto?",
61,,antizurdo30 muy buen comentario!!,
61,,"olivaresda Love frivolo es tu frase sin suatento, sin capacidad de entender Los <COREF CAD=4 IDE=1>procesos migratorios</COREF> y lleno de prejuicios",
61,,"Ce3taz Claro, yo me voy a 🇺🇸 el próximo mes y espero que me den casa auto y seguro médico, también una buena pensión",
61,,"pulsares Populismo irresponsable, falso e hipócrita.",
61,,"baronmoran Esta suerte de <COREF CAD=1 IDE=1>""Izquierda Millennial""</COREF> ha salido harto más perjudicial que <COREF CAD=1 IDE=2>la izquierda concertacionista.</COREF>",
61,,SocialistaABC1 Inversión de votos por parte de <COREF CAD=1 IDE=1>estos zurdos antichilenos</COREF>,
61,,latorrerivera <COREF CAD=1 IDE=1>Izquierda</COREF> sólo funciona cuando otro paga la cuenta. Así cualquier proyecto es viable,
61,,cosaco86veliz Chato con<COREF CAD=1 IDE=1> estos comunachos corruptos</COREF>,
61,,"grgdesdevzla A corto plazo pueden tener<COREF CAD=2 IDE=1> fronteras abiertas</COREF> o Estado del bienestar universal, pero no los dos. Un Estado del bienestar universal con<COREF CAD=2 IDE=2> fronteras abiertas</COREF> colapsaría a corto o mediano plazo. Uno exclusivo a nacionales y con fronteras cerradas colapsará también, pero a largo plazo.",
61,,"Dave_Castillod El pensamiento psicopático de<COREF CAD=1 IDE=1> la izquierda chilena</COREF> es conocer el impacto que provocará <COREF CAD=4 IDE=2>la inmigración descontrolada</COREF> y aun así, mantener su discurso...",
61,,JaimeLDeLaFuen1 La raíz de la psicopatía de<COREF CAD=1 IDE=1> los Socialistas</COREF> es que siempre han conocido el nefasto impacto de su ideología en todos los demás pero eso nunca los ha impedido de seguir promoviéndola así como nunca la han aplicado en sus propias vidas,
61,,"vale0o0 Para mí que soy bien joven lo tomo así ""tomar y después manejar hacia un reten"" el tomar es como tú dijiste <COREF CAD=2 IDE=1>las fronteras abiertas</COREF> y<COREF CAD=3 IDE=2> derechos</COREF> a los que llegan y manejar hacia el reten que es la irresponsabilidad de los actos que promueven no sé si se entendió bien",
61,,LaGuerrera73 Y nos dicen racista xenofobicos por decir que Chile es de los chilenos,
61,,"PedalMetal Hay gente que lucra asquerosa y felonamente con lo de<COREF CAD=3 IDE=1> las migraciones</COREF>...pero de ahí a decir que <COREF CAD=5 IDE=2>Chile es Estado</COREF> benefactor de toda <COREF CAD=6 IDE=3>Latinoamérica</COREF>, es de carcajadas ...",
61,,"fenrrix Claro fue <COREF CAD=1 IDE=1>la izquierda</COREF> quien hizo la alianza del pacifico permitiendo q<COREF CAD=4 IDE=1> la gente entrara</COREF> sin visa,el punto que <COREF CAD=1 IDE=2>los esclavistas liberales</COREF> celebran la migración para poder pagar menos sueldos, pero hay de quienes vean a los migrantes como personas y no como mano de obra desechable",
61,,"gobrarefro Argentina, Brasil, Uruguay reciben gratuitamente a estudiantes de todo el mundo, quedan 8 días y después seguirás echándole la culpa a<COREF CAD=1 IDE=1> la izquierda?</COREF>, se te vienen tiempos difíciles ",
61,,"RememberKatyn Uruguay tiene la tasa más alta de EMIGRACIÓN de sus habitantes, 14% , buscando buenos trabajos.<COREF CAD=1 IDE=1> El estatismo izquierdista</COREF> ahogó y empobreció a Uruguay, afectando dramáticamente la creación de empleos de calidad.      Argentina está con + de un 30% de pobreza, Brasil en Crisis !",
61,,"liberal_lib Axel...son votos...<COREF CAD=1 IDE=1>la.izquierda</COREF> vive de pobres, en.la  medida q se le.van acabando los tiene q importar para mantener la.lucha de clases y el odio",
61,,recs_ Es vergonzoso y triste ver desde lejos una mala gestión..,
61,,"victorarquiteco Y la Derecha criticando la<COREF CAD=4 IDE=1> inmigración</COREF>, pero son los primeros que se aprovechan de una mano de obra barata y sin contrato.",
61,,LilianAvila04 Esa es toda la verdad. Totalmente de acuerdo.,
61,,"Francis05550030 Ciudadanía Chilena, pública, gratis y de calidad, jajaja. Pero con lucro para las ongs jesuitas.",
61,,"TabitaCid2 <COREF CAD=1 IDE=1>Zurdos</COREF> irresponsables, demonios vivos.",
61,,"kanors Dicho de otro: sí a la globalización, sí a integración, sí al libre mercado...salvo a los pobres",
61,,"caviless No hay caso con <COREF CAD=1 IDE=1>la izquierda chilena</COREF>... Y lo más preocupante es que las nuevas generaciones están más podridas aun. Después del desastre ni se arrugan en dar respuestas del tipo Nicolás Grau... ""Hicimos una fiesta y nos fue mal"". Imaginemos ese tipo de gestión a nivel país",
61,,chileideal Axel tu opinión se escucha en el gobierno...exige que piñera se pronuncie por una acción inmediata al tráfico en aerolineas piratas como law,
61,,"Gonza_Law Las cosas como son un estado del que huyen sus ciudadanos es un<COREF CAD=5 IDE=1> estado</COREF> fracasado, no es solo búsqueda de nuevos horizontes y experiencias, aquí el problema social es grave, si alguien va a hacerse cargo (Chile) de recibir a aquellos que donde viven no tienen sus necesidades más",
61,,"DeliaDG totalmente d acuerdo,espero y confío q nuevas autoridades pongan orden en este desastre q han hecho con la <COREF CAD=4 IDE=1>inmigración</COREF>,y <COREF CAD=5 IDE=2>sigamos siendo un país</COREF> q da la bienvenida a los q vienen pero c/regulación,respetando las leyes y asumiendo gradualidad,p’que no colapse la red social de<COREF CAD=5 IDE=2> Chile</COREF>",
61,,FDuber Igual a lo que hizo Miterrand en Francia. <COREF CAD=3 IDE=1>Derechos sociales</COREF> sin responsabilidad...20 años despues 25% de los franceses votan por un partido neo-fascista...el FN,
61,,"AlejadroPascual Eso es demagogia, los grandes exportadores de gente son los paises con estados colectivistas y con ideologías marxista, ahora <COREF CAD=5 IDE=1>chile</COREF> con los mejores índices por la libertad económica q tiene, recibe dichas exportaciones.",
61,,"bespierre Claro porque Haití vive en <COREF CAD=1 IDE=1>el ""comunismo""</COREF> desde el siglo XVIII...aweonao ignorante.",
61,,susana2569 Eres súper claro en tus ideas ... tus intervenciones ....<COREF CAD=1 IDE=1> la izquierda</COREF> le sirve  este  escenario,
61,,"monicaurzua No es <COREF CAD=1 IDE=1>la izquierda frívola</COREF>, es la izquierda ""buena, generosa, sensible, heroica en su lucha por el pueblo"".....<COREF CAD=1 IDE=1>manga de hipócritas.</COREF>",
61,,"JotaOrregoC En la ""religión"" del progresismo, <COREF CAD=5 IDE=1>el Estado</COREF> es un dios todopoderoso y protector. ¿Por qué no reclamarle entonces la solución de todos los problemas mundanos? Es economía divina: la progesía pide, dios concede. Fácil, expedito, no requiere esfuerzo...",
61,,"jaguabert Pero ha faltado una actitud firme y denunciante de ChileVamos la desidia, le da ventajas a <COREF CAD=1 IDE=1>la izquierda</COREF>",
61,,naturquer Ayayay la Merkelita,
61,,Silvana56205357 No aman su patria,
61,,cristian_volker <COREF CAD=5 IDE=1>El estado</COREF> soy yo...,
61,,RickyAcuna Se me olvidaba q tu ascendencia es 100% Chilena..,
61,,,cristian_volker Y la tuya?
61,,"iC_A_D Lógica social está siendo aplacada y silenciada por dictadura de buenistas, políticamente correctos y lo popular. Consignas huecas, pan de cada día. Revelación frente a ellas provoca ira, insultos y ataques de todo tipo en contra de la persona porque no soportan la contradicción.",
61,,"Gerardo7456 Para<COREF CAD=1 IDE=1> los comunistas</COREF> no existen las leyes económicas, por eso ofrecen de todo para que los incautos caigan sin saber de donde sacarán los recursos.",
61,,"hsalinasf Es la viejo cuento de<COREF CAD=1 IDE=1> la izquierda</COREF>, después qué destruyen los países crean un relato épico y tergiversan la verdad, crean santos y mártires seculares como Allende, Fidel, Chávez, Lenin, etc.",
61,,,"Edoalban Excelente comentario, es la pura santa verdad."
61,,,"hsalinasf Por eso no hay que ser tonto útil de ellos, los políticamente correctos <COREF CAD=1 IDE=1>son marxistas</COREF> culturales ni siquiera se dan cuenta."
61,,,saacarlos Entonces hay que ser tonto útil de los otros
61,,,"eumanneduardo Exacto, muy bien desgraciado (que no tiene gracia). Afirmativo su comentario para esta cafila gobernante"
61,,Ahumada_Nicolas <COREF CAD=1 IDE=1>lásico de zurdos</COREF> progres berretas. Espero que no arruinen uno de los pocos bastiones de la libertad de <COREF CAD=6 IDE=1>Latinoamérica.</COREF>,
61,,"Brumarro En eso no nos ganan, Argentina es líder",
61,,,DsNhandhez Y no les da vergüenza?
61,,marcelahdurand Que cada país se haga cargo de sus políticas económicas no somos el aguantadero y cómplices de corruptos narcos ni dictadores,
61,,y_conciencia Al puro estilo Bolivariano amplificando miseria y pobreza “americanista”.,
61,,"LuisHasbun Axel, en EUA hay un conflicto en el tema de <COREF CAD=4 IDE=1>immigration</COREF> entre varios de los think tanks prominentes libertarios/conservadores (CatoVSMisesVSHeritage). Pudieras comentar sobre este conflicto?",
61,,abogadomateluna ¿Por qué chileno tiene más derechos que un extranjero a desarrollar su proyecto de vida en Chile?,
61,,stratoesparza Porque hay necesidades ilimitadas y recursos escasos !! Si vas a emigrar no corresponde vivir del beneficio del <COREF CAD=5 IDE=1>estado …</COREF>,
61,,torresnsn <COREF CAD=1 IDE=1>El socialismo</COREF> le quita al trabajador para darle  al cesante.... y adivinen que se esta haciendo . Importando cesantes ..justo lo que necesitamos . Se viene el invierno y recien veremos las consecuencias,
61,,"XavierFatjo Axelito, entiendo y comparto parcialmente tu argumento.  Pero que no se te olvide que  otros países le abrieron las puertas a miles de tus compatriotas en los 70”s.  No hay que escupir para arriba estimado.",
61,,"RememberKatyn nmigrantes en singlo 19 en<COREF CAD=5 IDE=1> Chile</COREF> fueron cuidadosamente seleccionado por nivel cultural , composición familiar, y por calificación y oficios ( por ejemplo pequeños agricultores )",
61,,mldelriourrutia En qué otro país del mundo se tiene derecho a voto con solo ser residente?,
61,,"RafaelMeraP Así es, pero no es sólo <COREF CAD=1 IDE=1>la izquierda</COREF>, Axel. En la ""derecha liberal"" hay muchos que están en la misma.",
61,,"marvaman Bueno tu provienes de una familia de<COREF CAD=4 IDE=1> inmigrantes</COREF>, consultale como fueron recibidos y que <COREF CAD=3 IDE=2>derechos adquirieron</COREF> cuando pisaron <COREF CAD=5 IDE=3>tierra chilena</COREF> y en cuantos años <COREF CAD=3 IDE=4>esos derechos</COREF> se manifestaron en su <COREF CAD=4 IDE=4>inmigracion.",
61,,,"agartaaurea Ve Frutillar, Puerto Varas, Valdivia y ve lo que hicieron los alemanes en<COREF CAD=5 IDE=1> Chile</COREF>. Anda a los cerros de Antofagasta y veras lo que hacen <COREF CAD=4 IDE=2>los inmigrantes</COREF> actuales. No hay punto de comparacion alguno."
61,,trincheradetito si fueras negro q harias?,
61,,danielmacchino Bien dicho,
61,,"JorgeCa41333019 Weón,<COREF CAD= 4 IDE=1> un inmigrante</COREF> aporta igual que un Chileno al desarrollo del país, el problema son <COREF CAD=4 IDE=2>los indocumentados</COREF> y los que vienen a cometer delitos,  no hay que generalizar. Nadie les esta diciendo que les regalen nada, si acá en Chile falta pa",
61,,jneiradavi Kaiser es un apellido mapuche?!...seguro tiene el mismo origen su llegada a <COREF CAD=5 IDE=1>Chile</COREF> que el abuelito Kast,
61,,bsmun Y el aporte cultural? Y en el campo? Y en zonas australes?,
61,,VictorMVargasS <COREF CAD=5 IDE=1>estado benefactor</COREF>??? sr Kaiser sabe usted de qué está hablando???,
61,,@luchitomariocl Mire lo que hizo el capitalismo colonial en Haití ,
61,,"Oscielcarmona Hacer caridad con el dinero ajeno, clásico de <COREF CAD=1 IDE=1>la izquierda.</COREF>",
61,,Rock_Punk11 Buscando votos estos conchasdesumadre,
61,,sebapin8 Que se puede hacer con Rodolfo Noriega supuesto ex sendero luminoso lider de Coordinadora Nacional de<COREF CAD=4 IDE=1> Inmigrantes</COREF> ?,
61,,x_bustos_2010  verdad lo que dices pero yo agregaría a la derecha progre (ej. Evopoli) o incluso a ChileVamos que ha actuado con silencio complaciente,
61,,"Eric_El_Rojo a eso se llama populismo!!! q las <COREF CAD=2 IDE=1>fronteras estén abiertas</COREF>, si, pero con reglas claras, al igual q en otros países. Así todos tendremos los mismos <COREF CAD=3 IDE=2>derechos</COREF> y deberes.",
61,,"RobertoJdeAndr1 Que fácil es gastar el dinero que <COREF CAD=1 IDE=1>los izquiedistas</COREF> No ganan, que fácil es decir estupideces populistas que suenan bien pero NO son posibles",
61,,"MonraMatta Toda la razón. <COREF CAD=1 IDE=1>La izquierda</COREF> promueve con plata ajena, si los tocan es culpa de la derecha capitalista, racista, xenófoba.",
61,,VILLAR1967 Lo que pedimos es una política de<COREF CAD=5 IDE=1> estado</COREF> clara. Los q ya están aquí hay q acogerlos y ayudarlos para q sean prontamente productivos y aporten.  Ahora están como animalitos tirados en la calle.,
61,,"LiberNihilista Creo que el problema de la gente<COREF CAD=1 IDE=1> de izquierda</COREF> y de los liberales de derecha, es que se trajeron un discurso envasado desde Europa, y quieren aplicarlo a <COREF CAD=5 IDE=1>Chile</COREF> sin matices.",
61,,"tocar2010 Alex, en la Argentina es peor...",
61,,"kanrivers <COREF CAD=1 IDE=1>La Izquierda</COREF> Promoviendo <COREF CAD=2 IDE=2>Fronteras Abiertas</COREF>?? Vayan a Promover sus <COREF CAD=2 IDE=3>Fronteras Abiertas</COREF>  Cuba,Venezuela , Corea del Norte,Paises q tienen SECUESTRADOS a sus habitantes",
61,,"Kyubix22 Yo soy Argentino y me gustaría vivir en<COREF CAD=5 IDE=1>Chile.</COREF> Pero bajo las normas, condiciones y requerimientos que <COREF CAD=5 IDE=2>Chile y su sociedad</COREF> digan. Como cuando soy invitado a la casa de alguien.",
61,,"Kyubix22 Un país es de toda una sociedad, su hogar. Que un grupo minoritario o no, decida de esta forma sobre todos los demás, me parece fascista. No es una discusión de impuestos, si no de a quienes dejas entrar en tu casa, en este caso CUALQUIERA.",
61,,BoogieM52134548 Por qué no hacen caridad con la plata de su bolsillo <COREF CAD=1 IDE=1>socialistas</COREF> de mierda,
61,,"FirstSavant <COREF CAD=5 IDE=1>Chile un Pais SUBDESARROLLADO TERCERMUNDISTA</COREF>. con problemas de<COREF CAD=4 IDE=2> inmigración</COREF> del PRIMER MUNDO. ¡Absurdo! se debe imponer VISA a <COREF CAD=4 IDE=3>Haitianos y Venezolanos.</COREF> por aumento explosivo de <COREF CAD=4 IDE=4>inmigración. RECIBIMOS MAS <COREF CAD=4 IDE=5>INMIGRANTES</COREF> QUE BRASIL, ARGENTINA Y MÉXICO. No siendo ni su cuarta parte.",
61,,seht64 Cómo siempre la <COREF CAD=1 IDE=1>ismierda</COREF> ofreciendo de todo con plata de otro,
62,elmostrador El debut con la pierna izquierda de <COREF CAD=1 IDE=1>Alfredo Moreno</COREF>:  “Hoy muchos de los <COREF CAD=2 IDE=2>problemas sociales</COREF> que estamos teniendo tienen que ver con los <COREF CAD=3 IDE=3>flujos</COREF> importantes de <COREF CAD=4 IDE=4>inmigrantes” </COREF>,,
62,,"TitoSeverus Hoy en día decir la VERDAD es un error, o cómo dice el Mostrador “un debut con la pierna izquierda”",
62,,"GloriaR13518293 Ahora <COREF CAD=1 IDE=1>salió xenofobo </COREF>y <COREF CAD=1 IDE=2>se veía tan bueno</COREF> X ocupar un cargo que tiene que ver con la sensibilidad.  Bueno, todos los empresarios son iguales.",
62,,marduk735 Falso <COREF CAD=2 IDE=1>los problemas sociales</COREF> vienen de década echarle la culpa solamente al <COREF CAD=4 IDE=1>inmigrantes</COREF> y no reconocer que en este se pagan migajas de sueldo y las pensiones no alcanza son sólo miseria para el pensionado.,
62,,"Aleseitor La mayoría votante eligió y estos son los resultados: más rubios, más puros de raza y más endogámicos; a no espantarse por el calibre de las declaraciones.",
62,,mar3355 No es un <COREF CAD=2 IDE=1>problema</COREF>......Es un DESAFIO  de los tiempos modernos ......Es más deberíamos ir a buscar material pensante para que sean aporte de nuestra cultura,
